	target_text	input_text	prefix
12981	How often does Mama put the jacket in the stopbox?	[Frequency] Mama kept her mink jacket, a family hand-me-down, safe from time in a stopbox, and lent the capturador to my uncle for his stamp collection.	ask_question
2898	When is he wanting to take them out	"[Typical Time] The Vice President's guidance was we need to take them out."""	ask_question
769	How long did it take for Diggler to become a model?	[Event Duration] Diggler became a prominent model and began appearing in pornographic films , after Which his career took off .	ask_question
11453	How long did it take for them to reach the dog pound?	[Event Duration] Her mommy took her to the dog pound so that she could choose one that she wanted.	ask_question
2908	What time did most education in these areas regularly start?	[Typical Time] With large population movements in the 1990s to urban areas, the provision of education has undergone transformation as well.	ask_question
108	How often did Abdalonymus die?	[Frequency] However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	ask_question
12272	How long does the dermis take to heal after a minor injury to it?	[Event Duration] The dermis also contains hair follicles and two types of glands.	ask_question
11821	How long did he try to please the persons who came to the store?	[Event Duration] He tried and tried to please every person who came to the store, but they all picked smaller puppies.	ask_question
4370	How long did it take Elsa to prepare his food?	[Event Duration] He continued playing and writing notes for half an hour, then went upstairs to his study, where he remained for two weeks, with Elsa bringing up his food.	ask_question
12136	When do they play games?	[Typical Time] Other times, they play a game with Quack where they wave at Quack and laugh.	ask_question
12465	How long did it take to count the votes	[Typical Time] A majority of 65 votes in the 128-member body was required to reject his reinstatement.	ask_question
13082	When does construction on the new unit take place?	[Typical Time] Another unit was added on to the communal dwelling each time a marriage created a new family.	ask_question
7542	How often did Atta speak German in school?	[Frequency] In school, Atta came across as very intelligent and reasonably pleasant, with an excellent command of the German language.	ask_question
6845	How long did the flight take?	[Event Duration] Atta and Omari boarded a 6:00 A.M. flight from Portland to Boston's Logan International Airport.	ask_question
12946	When did Ace fall in love with Tobio?	[Typical Time] It is also a love story , between Ace and Tobio , a trans woman .	ask_question
1596	How many times did they change the music during the trip?	[Frequency] In the end , they drive off , listening to the radio .	ask_question
6096	How often does Jud attend Church?	[Frequency] Jud replies , `` Christ on His throne , no. .	ask_question
4476	When did they move to the town?	[Typical Time] Another example is, I am at the corner of Maple Street and Main Street. Both streets may be a good reference for anyone living in your town.	ask_question
7291	How often does he recover stolen property for people?	[Frequency] When he's not working for a Washington defense attorney, Lucas recovers stolen property for a 40% cut.	ask_question
1069	How long were Zarco and Teixeira co-governors?	[Event Duration] Zarco and Teixeira were appointed co-go­vern­ors of Madeira, while Perestrelo was awarded Porto Santo.	ask_question
9220	Was the postwar period happening 20 years later?	[Stationarity] The postwar period began, however, with millions of displaced people homeless and starving.	ask_question
11362	What happens after Billy answers in a loud voice?	[Event Ordering] On Fridays, Billy answers in a loud voice and Sally in a quiet voice.	ask_question
4405	How often did Ana study per day?	[Frequency] Ana studied very hard to be the best she could be at spelling.	ask_question
466	Are they still helping people?	"[Stationarity] The issues I've dealt with through the years have been on the side of helping people maintain the basics of life - home, healt h care, jobs and family."""	ask_question
10144	How long did it take for the WHO to find that fact?	[Event Duration] In 1996 the WHO found that much of the population existed in a state of ``semi-starvation.''	ask_question
2882	How long does the author take differentiating between dominance and colonization?	[Event Duration] In particular, the author differentiates between what he terms 'dominance' and a particular version of 'colonization'.	ask_question
3699	When was the digestive system first mapped?	[Typical Time] The major organs of the digestive system include the mouth, esophagus, stomach, and small and large in- testines.	ask_question
6211	How long did it take for Tumble to eat his oatmeal?	[Event Duration] Billy loved to watch as Tumble ate his bowl of oatmeal, because Billy took good care of Tumble, everyday.	ask_question
1445	What did they do after a successful hunt?	[Event Ordering] , native Archaic Indians began to develop a lasting hunting and gathering culture.	ask_question
10773	How long does Joey need to soak in water?	[Event Duration] Sometimes Joey gets a little dried out so Marsha's mom told her to soak him in water every few days.	ask_question
5634	What happened after he began his claim?	"[Event Ordering] He claimed it was more important for Muslims to kill Americans than to kill other infidels."""	ask_question
2487	How long did they look at each other?	[Event Duration] He turned, and across the court-room the eyes of the financier and the stenographer met.	ask_question
9169	How long did John Kelly speak?	[Event Duration] The core of our strategy is to lead in technology and attack the high-performance segments of the market, said John Kelly, senior vice president in charge of IBM's technology group.	ask_question
5665	When was the discovery made?	[Typical Time] This led to the discovery that the Earths crust was broken up into regions, or plates.	ask_question
4814	How long did it take for the Serbian to beat Tsonga?	[Event Duration] The Serbian, who beat Tsonga in the 2008 Australian Open final, ended the dream run of Australian 18-year-old Bernard Tomic.	ask_question
2443	When did they get to the library?	[Typical Time] They packed up the car and drove to the library, ready for a fun morning.	ask_question
5288	How many times in a year do the leaves change color?	[Frequency] As winter approaches, some plants respond by their leaves changing color.	ask_question
12683	How often are the elections?	[Frequency] The Minangkabau custom of freely electing their leaders provided the model for rulership elections in modern federal Malaysia.	ask_question
5446	How long did it take to complete the house?	"[Event Duration] He named the house, which was completed in 1802, the ""Grange"" after his grandfather Alexander's estate in Ayrshire, Scotland."	ask_question
5967	How long do they stay at their jobs for?	[Event Duration] Even those with jobs are suffering: 26 percent of California workers earn poverty level wages.	ask_question
9695	How long does this conversation between Lennon and his father take?	[Event Duration] Lennon accuses his father of leaving him again , and then leaves , after telling his father that he wo n't live with him anymore .	ask_question
6002	How many years did Taj Jackson play baseball?	"[Event Duration] Taj Jackson told the magazine: ""My mom made sure that we had a real childhood, with birthday parties, baseball, family outings, all that stuff."""	ask_question
6387	How long did the statement take to be read out-loud?	[Event Duration] The Justice Department released a statement on the alert the same day.	ask_question
8655	What time did Allan crouch over his desk?	[Typical Time] Allan crouched over his desk once more, pen in hand and mind blank.	ask_question
618	How often is Algeria free from direct control over it's political operations?	[Frequency] Direct control of the political operations of the entirety of Algeria, however, was not.	ask_question
5499	What happened after the number of electrons rose?	[Event Ordering] There are now more protons than electrons inside the atom.	ask_question
2076	Were fossils always there?	[Stationarity] The fossils that are very distinct at certain times of Earths history are called index fossils.	ask_question
11160	What did John do after opening the letter?	[Event Ordering] John finds a letter addressed to him , with the word `` Breathe '' written on it .	ask_question
6023	What time did the dedication occur?	[Typical Time] The hordes of people who attended Hoover Dam's 1935 dedication set the city's now-formidable public relations machine into action.	ask_question
1594	How many times did they change the music during the trip?	[Frequency] In the end , they drive off , listening to the radio .	ask_question
4128	At what time of the day did he lay in her lap?	[Typical Time] Soaking wet, he ran toward where I was eating a sandwich on the grass and curled right up in my lap so I could make him feel better.	ask_question
6450	How often does Ace go to concerts?	[Frequency] Ace , a wannabe rock star , is on his way to a concert of the band Guitar Wolf when space aliens invade the Earth .	ask_question
2022	What happened after Atta worked as an urban planner?	[Event Ordering] After graduating from Cairo University with a degree in architectural engineering in 1990, Atta worked as an urban planner in Cairo for a couple of years.	ask_question
3939	How often are puppies adopted at the dog pound?	[Frequency] All the puppies at the dog pound need a loving home.	ask_question
4565	How long did it take for her family to make their fortune?	"[Event Duration] Its impetus was that Treasury Secretary Hamilton ""secured the nation's financial future and made it possible for her own family to make its fortune in grain elevators and banking."	ask_question
4111	How long did the transition take?	[Event Duration] There has been a transition and [the clinic] has helped to fill some void, said Deni Butler, administrator for the Eastern District Superior Court.	ask_question
2806	What happens after the packaging is thrown out?	[Event Ordering] About a third of what we throw out is packaging.	ask_question
3639	How long did she hold the post?	[Event Duration] She held a similar post a few years ago in the school's Elder Law Clinic.	ask_question
10351	How often do lunar eclipse happen?	[Frequency] Partial lunar eclipses occur at least twice a year, but total lunar eclipses are less common.	ask_question
13145	How long did the Emperor rule Japan?	[Event Duration] At this early stage in its history Japan was already (for the most part) only nominally ruled by the emperor.	ask_question
8167	How many times per month did immigrants arrive?	[Frequency] Over the centuries, the living here has always been easy enough to attract a steady stream of immigrants.	ask_question
12954	What happens after they get together?	[Event Ordering] It is also a love story , between Ace and Tobio , a trans woman .	ask_question
5486	How long did the dog accompany him?	[Event Duration] The dog accompanied him, frisking about him in friendly fashion.	ask_question
3268	When did the deaths start?	[Typical Time] The official death toll has reached 114 -- including 66 women, 28 children and 20 men, the ministry said.	ask_question
3795	How often did they make these flights?	[Frequency] They first traveled by plane around Europe, where they saw many different people and sights.	ask_question
3277	When did the deaths start?	[Typical Time] The official death toll has reached 114 -- including 66 women, 28 children and 20 men, the ministry said.	ask_question
5148	What time did he get to the Waldorf?	[Typical Time] In the opening scene , Randy Morton describes a typical Friday afternoon at the Waldorf .	ask_question
11782	When were the grants introduced?	[Typical Time] Grants of tax-free land over the years had been made to Buddhist temples and members of the court aristocracy.	ask_question
2219	When did the Beetles hold their press conference?	[Typical Time] After meeting Maharishi Mahesh Yogi , the Beatles quickly return to London , and in a press conference they say they made a mistake when they trusted Maharishi .	ask_question
7670	What did she do after her last day of school?	[Event Ordering] She had gotten out of her last day of school and was free for the summer.	ask_question
4347	What happened after the glacier caused the features on the land?	[Event Ordering] The massive ice sheet, called a glacier, caused the features on the land you see today.	ask_question
8774	How long do human operators monitor the systems?	[Event Duration] Human operators are there to monitor the systems, catch errors and fine-tune the production process for maximum efficiency.	ask_question
4445	How long did Schrodinger oppose pseudotensors?	[Event Duration] The use of non-covariant objects like pseudotensors was heavily criticized in 1917 by Erwin Schrodinger and others.	ask_question
5874	How often does Rowlf take selfies?	[Frequency] they were heard saying when the photo was taken -- while Rowlf is clearly a selfie king.	ask_question
1522	Do Tony and Ally still enjoy jump rope?	[Stationarity] Tony and Ally like to play other games like hopscotch or jump rope but that day they joined the game of tag.	ask_question
7580	How long do the suits remain pressurized?	[Event Duration] Yes, they can, because they are in enclosed space stations or pressurized suits.In both cases, they are surrounded by air molecules.	ask_question
522	What did Safti do after falling in love with Edwina?	[Event Ordering] Safti admits his love for Edwina to Lord Esketh , who is now sympathetic toward this good man's plight .	ask_question
258	What time did they leave the playground?	[Typical Time] Tommy and Suzy (brother and sister) went to the playground one afternoon with their mom and dad, Jan and Dean.	ask_question
3719	When did Picasso try to kill Nunemarcher?	[Typical Time] Picasso manages to enter the building , but is prevented from killing Nunemarcher by Cross , and escapes after being shot by Kane .	ask_question
2654	How often does he pretend to be his father and drive the tractor?	[Frequency] Then, he pretended he was his father and pretended that he was driving the tractor.	ask_question
1702	How often does he defend their acceptable customs?	"[Frequency] He tried to halt the Dayaks' piracy and head-hunting while defending their more ""morally acceptable"" customs."	ask_question
10744	What happened after the Spanish found Jamaica?	[Event Ordering] Over 200 Arawak sites have been identified, and it is said that when the Spanish arrived in Jamaica there were approximately 100,000 Arawak living on the island.	ask_question
7041	How often did the Shang Dynasty change rulers?	[Frequency] The Shang Dynasty gave rise to the concept of one Chinese nation under one government.	ask_question
11408	How many times a week does he do the laundry?	[Frequency] If I cannot carry my groceries or my laundry, how can I live?	ask_question
6730	Has the castle always been there	[Stationarity] Once we arrive, the castle looked much bigger than we had imagined.	ask_question
6665	How often do they record their safety performance?	[Frequency] As measured by these standards, we recorded the best year in safety performance in our Company's history.	ask_question
10284	How long did it take Cathy Wallace to grow up?	[Event Duration] Cathy Wallace did not always know what she wanted to be when she grew up.	ask_question
1782	When did the red ball roll to the blue ball?	[Typical Time] The cute red ball rolled over to the blue ball and said hello.	ask_question
6316	How long had they been in business?	[Event Duration] Casino operators had to reassess the nature of their business.	ask_question
6823	What did they do after visiting the crime scene?	[Event Ordering] Police Captain Richard Brookwell calls Cross and his partner , Tommy Kane , to the crime scene .	ask_question
253	How often did they go to the playground?	[Frequency] Tommy and Suzy (brother and sister) went to the playground one afternoon with their mom and dad, Jan and Dean.	ask_question
7727	How long has RTSH been established?	[Event Duration] Radio Televizioni Shqiptar (RTSH) is the public radio and TV broadcaster of Albania, founded by King Zog in 1938.	ask_question
307	Has Einstein always known about quantum theory?	"[Stationarity] Einstein was displeased with quantum theory and mechanics (the very theory he helped create), despite its acceptance by other physicists, stating that God ""is not playing at dice."""	ask_question
12657	How often to migrant worker receive help?	[Frequency] They also operate a legal arm that assists migrant workers from Texas to Kentucky.	ask_question
8603	What happens if they manage to escape?	[Event Ordering] Some are trying to escape eviction or an abusive marriage.	ask_question
7223	What happens after hacker steal the corporate secrets?	"[Event Ordering] Moreover, he said, technology now exists for stealing corporate secrets after they've been ""erased"" from a computer's memory."	ask_question
177	How long did they spend in jail?	[Event Duration] Some of the people who took advantage of her through a questionable loan program were sent to jail.	ask_question
3236	How often does she sleep in a day?	[Frequency] Afterwards she felt a lot better and went to sleep.	ask_question
3062	How often did he consider moving out after he got his scars?	[Frequency] With this, it became impossible for me to stay upstairs, he said, pointing to the scars on his forearm.	ask_question
9073	How long did Alexander the Great reign?	[Event Duration] Alexander the Great's accomplishments and legacy have been depicted in many cultures.	ask_question
7758	How long did the movie last?	[Event Duration] The movie then jumps to 1967 , after Brian Epstein has died .	ask_question
5151	What time did he get to the Waldorf?	[Typical Time] In the opening scene , Randy Morton describes a typical Friday afternoon at the Waldorf .	ask_question
8127	How long is the game	[Event Duration] Every Saturday we would go to the park and play Toodles' favorite game.	ask_question
13189	How long did the meeting last?	[Event Duration] In January 1785, Hamilton attended the second meeting of the New York Manumission Society (NYMS).	ask_question
13100	What happens after a big Normal poster is requested?	[Event Ordering] There are many haras (breeding stables) in the neighbourhood, and the big Norman posters are much in demand.	ask_question
9006	What were Joe's parents before they were farmers?	[Event Ordering] Joe's parents are farmers and they have a huge farm with cows, chickens, and ducks.	ask_question
2372	How long does it take a fossil to form?	[Event Duration] Fossils tell an obscure story of man's slow and sporadic development.	ask_question
10391	When did Emiliano Malaquez finish his sculpture?	"[Typical Time] Search ""Emiliano Malaquez"" and you'll find he's a master of the ""captured moment"" school of sculpture."	ask_question
4534	How long does light strike shiny surfaces before reflecting?	[Event Duration] So how do you know where light will go after it strikes a shiny surface?	ask_question
5368	How often did the Persian Gulf War take place?	[Frequency] The Persian Gulf War destroyed much of the country's medical infrastructure, according to a report by the World Health Organization.	ask_question
8206	Are immigrants still arriving?	[Stationarity] Over the centuries, the living here has always been easy enough to attract a steady stream of immigrants.	ask_question
11110	How long was Seki being watched by Number 13?	[Event Duration] During this incident , Seki does n't realize he's being watched by Number 13 , but as soon as he does , Number 13 kills him .	ask_question
4368	How long did it take Elsa to prepare his food?	[Event Duration] He continued playing and writing notes for half an hour, then went upstairs to his study, where he remained for two weeks, with Elsa bringing up his food.	ask_question
9087	How often is Alexander the Great depicted in popular culture?	[Frequency] Alexander the Great's accomplishments and legacy have been depicted in many cultures.	ask_question
10330	How often are people confused at the courthouse?	[Frequency] When she went to a courthouse to file a complaint against her landlord, she found the process so confusing that she gave up and went home.	ask_question
6162	How long did it take to make the statue?	[Event Duration] A statue, by James Earle Fraser, was dedicated on May 17, 1923, on the south terrace of the Treasury Building, in Washington.	ask_question
11772	How often were the grants issued?	[Frequency] Grants of tax-free land over the years had been made to Buddhist temples and members of the court aristocracy.	ask_question
12020	Does air enter the nose before it needs to be exhaled?	[Event Ordering] When you inhale, air enters the respiratory system through your nose and ends up in your lungs, where gas exchange with the blood takes place.	ask_question
12059	How many times per day did they wait?	[Frequency] And as they waited for His coming, one generation after another, and yet He did not come, a sadness fell upon them.	ask_question
8701	What time of day did he speak?	"[Typical Time] Ratners's chairman, Gerald Ratner, said the deal remains of ""substantial benefit to Ratners."""	ask_question
481	How often did she arrive per week?	[Frequency] The next evening, she arrived with a stack of glistening stopboxes containing sushi, sashimi, oysters in their shells, and Terran vegetables fresh plucked from their hydroponic beds.	ask_question
1609	What time did they stop driving for a lunch break?	[Typical Time] In the end , they drive off , listening to the radio .	ask_question
7122	How often do they go on trips?	[Frequency] They then took a boat to Africa and Asia, where they went on a trip through the mountains.	ask_question
9116	For how long did the official meals last?	[Event Duration] The lightscreen provided had informed me when and where official meals were taking place, but I hadn't bothered to acknowledge the invitations.	ask_question
2213	How long did he breathe in the air from the shoes?	[Event Duration] Bringing my face close to the shoes, I breathed deeply of air that my parents had trapped while closing up that symbol of their love for me.	ask_question
8336	When did Einstein become a faculty member at the Institute for Advanced Study?	[Typical Time] Einstein's affiliation with the Institute for Advanced Study would last until his death in 1955.	ask_question
1383	How long has electronic espionage been happening?	[Event Duration] Even though electronic espionage may cost U.S. firms billions of dollars a year, most aren't yet taking precautions, the experts said.	ask_question
13024	How often did Algarve dispatch new bishops?	[Frequency] By the beginning of the fourth century the Algarve had a bishop in place, based in Faro.	ask_question
11751	When did the French Revolution begin?	[Typical Time] He argued that the importance of the French Revolution was to continue the process of modernizing and centralizing the French state which had begun under King Louis XIV.	ask_question
4971	Is the investigation still going to be going on 50 years from now?	[Stationarity] Our investigation has uncovered no credible evidence that any person in the United States gave the hijackers substantial financial assistance.	ask_question
6528	When did Johnson arrive to court?	[Typical Time] Johnson is a justice on California's Second District Court of Appeal.	ask_question
9253	How long was it a violent world	[Event Duration] The new novel takes place in a morally gray and often violent world.	ask_question
12005	How often do people need to take breaths?	[Frequency] When you inhale, air enters the respiratory system through your nose and ends up in your lungs, where gas exchange with the blood takes place.	ask_question
2575	How long did you have energy for?	[Event Duration] If you walked, you used chemical energy from the food you ate.	ask_question
1635	What time was the aircraft shot down?	[Typical Time] Those in the shelter wondered if the aircraft had been shot down pursuant to this authorization.	ask_question
11721	How often does the animal collect from a single flower	[Frequency] These specific animals might be more likely to visit only flowers of the same species.	ask_question
12243	Do the Iban control the Sarawak's Coast now?	[Stationarity] Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers.	ask_question
7658	What did she do after her last day of school?	[Event Ordering] She had gotten out of her last day of school and was free for the summer.	ask_question
9413	What time was the interview?	"[Typical Time] Concerning the Georgetown Hoya interview where Heston was asked about Rolland, you write: ""There is no indication that [Heston] recognized Kayla Rolland's case."""	ask_question
12649	How often to migrant worker receive help?	[Frequency] They also operate a legal arm that assists migrant workers from Texas to Kentucky.	ask_question
11883	How often does she plant new seeds?	[Frequency] When everything was ready, she removed the seedlings from their trays and planted them in her garden.	ask_question
3921	How long will it take to find them a home?	[Event Duration] All the puppies at the dog pound need a loving home.	ask_question
5323	How long did it take him to jump on the chair.	[Event Duration] He jumped on his favorite chair and looked down as Maggie ran under it.	ask_question
11619	What did the animals do after they got at the plant's hidden nectar?	[Event Ordering] Only certain animals were able to get at the plants hidden nectar.	ask_question
1466	How long did Powell take to travel to Malaysia to meet the Prime Minister?	[Event Duration] In Malaysia, Powell met with Prime Minister Mahathir Mohamad, who has led the country since 1981.	ask_question
12548	What happened after factory began production?	[Event Ordering] The new factory, which will begin normal production early next year, will employ about 1,000 people.	ask_question
10967	How long has Frank's father been an alcoholic?	[Event Duration] She explained that Frank 's father was an alcoholic and that his mother worked as a toll booth operator .	ask_question
3161	How often had there been threats?	[Frequency] At NEADS, the report of the hijacking was relayed immediately to Battle Commander Colonel Robert Marr.	ask_question
1716	How often are they required to appear?	[Frequency] The leaders of the Department of Homeland Security now appear before 88 committees and subcommittees of Congress.	ask_question
12588	How long did it take him to look at Violet?	[Event Duration] In this case he looks to his girlfriend , Violet .	ask_question
9711	How often did he try to drum up interest?	[Frequency] But he told us that he could not drum up much interest in or money for such a purpose from Washington, partly, he thought, because these countries had dictatorial governments.	ask_question
5524	How many months did the pregnancies last?	[Event Duration] There are some exceptions, including pregnancies that resulted from sexual assault, incest or other violations of law.	ask_question
126	Is Abdalonymus still dead?	[Stationarity] However, more recently, it has been suggested that it may date from earlier than Abdalonymus' death.	ask_question
9983	Was Pushkin always a spokesman for literary radicals?	[Stationarity] Pushkin gradually became committed to social reform and emerged as a spokesman for literary radicals.	ask_question
3025	How long did the 1945 interview last?	"[Event Duration] In a 1945 interview, Camus rejected any ideological associations: ""No, I am not an existentialist."	ask_question
3061	How often did he consider moving out after he got his scars?	[Frequency] With this, it became impossible for me to stay upstairs, he said, pointing to the scars on his forearm.	ask_question
11449	How long did the meeting last?	"[Event Duration] President Clinton told us that when he pulled Musharraf aside for a brief, one-on-one meeting, he pleaded with the general for help regarding  Bin Laden."""	ask_question
9836	How often are planes hijacked?	"[Frequency] At least some FAA officials in Boston Center and the New England Region knew that a hijacker on board American 11 had said ""we have some planes."""	ask_question
7114	How often do they go on trips?	[Frequency] They then took a boat to Africa and Asia, where they went on a trip through the mountains.	ask_question
6143	What do grandparents do after facing legal problems?	[Event Ordering] Adding to the physical, emotional and financial burden they take on, grandparents face legal problems.	ask_question
1937	When will they speak to the local bar association?	[Typical Time] Still untaken are several steps that required goodwill from local bar associations and others who had opposed the combination.	ask_question
4869	When did Alexander face the Assakenoi?	[Typical Time] Alexander then faced the Assakenoi, who fought in the strongholds of Massaga, Ora and Aornos.	ask_question
2838	For how long did the pirates patrol the seas?	[Event Duration] He also had orang laut pirates patrolling the seas to extort tribute from passing ships.	ask_question
6791	How long does it take to get to the farmers market?	[Event Duration] For example, buy local produce at a farmers market, like the one in Figure 2.20.	ask_question
6182	What time does the Alexander Hamilton Society usually meet?	[Typical Time] Columbia University's student group for ROTC cadets and Marine officer candidates is named the Alexander Hamilton Society.	ask_question
10451	What time did he start playing?	[Typical Time] He would splash and play until he was ready to go back home, where he would sleep for hours, having worn himself out playing.	ask_question
5896	How often did the scientist lead expeditions?	[Frequency] The story then moves forward to 1920 and shows the expedition led by scientist Sir Basil Walden and business man Stanley Preston finding the tomb .	ask_question
841	What happened after Kilgore enrolled into law school?	[Event Ordering] After earning bachelor's and master's degrees in education and a few years teaching, Kilgore enrolled at the UM law school.	ask_question
925	At what time did he jump on the sidewalk?	[Typical Time] and jumped up and down on the side walk trying to get him to see them.	ask_question
7305	How long did it take to raise the money?	[Event Duration] He estimated the money will help handle at least another 180 cases next year.	ask_question
10788	How long did it take him to grow his big paws?	[Event Duration] He also had very short legs, but really big paws.	ask_question
6595	How often did they meet to plan the attack?	[Frequency] Bin Laden and his aides did not need a very large sum to finance their planned attack on America.	ask_question
9548	Afterwards did Einstein and Chaplin know each other?	[Event Ordering] Carl Laemmle, head of Universal Studios, gave Einstein a tour of his studio and introduced him to Chaplin.	ask_question
7918	What happens after flood water spreads?	[Event Ordering] Floodplains In very flat regions, flood water may spread out on the surface of the land.	ask_question
8553	How long did it take for Bailey to reach his current position since passing the bar?	[Event Duration] Despite his quick climb up the legal ladder, Bailey has always found time to help out in causes he feels strongly about.	ask_question
12921	How often does Peter bark?	[Frequency] Peter wanted to show off his bark, but he was too tired.	ask_question
4964	How long did the investigation span?	[Event Duration] Our investigation has uncovered no credible evidence that any person in the United States gave the hijackers substantial financial assistance.	ask_question
7848	How long did the trip take?	[Event Duration] One day, Kevin traveled from his home in the United States of America to Erin's house in England.	ask_question
5253	How long did it last?	[Event Duration] Logs indicate that it began at 9:25 and included the CIA; the FBI; the departments of State, Justice, and Defense; the FAA; and the White House shelter.	ask_question
822	How long did Mr. Neville live on the estate?	[Event Duration] Meanwhile , whilst living on the estate , Mr. Neville gains quite a reputation with its dwellers , especially with Mrs. Herbert's son-in-law , Mr. Talmann .	ask_question
2263	When did the court case finish?	[Typical Time] Of those found guilty, the majority were ordered to pay court costs, plus a $100 fine.	ask_question
4183	How long did Shelly talk to the puppies?	[Event Duration] Shelly went to every cage and looked each puppy in the eyes and talked to each one.	ask_question
11695	When did Brewer talk?	[Typical Time] The legal system marketplace just doesn't serve low-income people too well, except in fee-generat-ing type cases, Brewer said.	ask_question
417	Would the cake still be in the oven the next day?	[Stationarity] For example, what if you place a cake in the oven and you leave it in too long?	ask_question
12183	What time of the day does he start work?	[Typical Time] Growing up on a farm near St. Paul, L. Mark Bailey didn't dream of becoming a judge.	ask_question
9193	How long has Spain been at war?	[Event Duration] Spanish rule dictated Portugal's inadvertent involvement in Spain's ongoing wars.	ask_question
7819	How often does Kevin travel to England?	[Frequency] One day, Kevin traveled from his home in the United States of America to Erin's house in England.	ask_question
8223	Were the Beatles still doing a press conference the next day?	[Stationarity] The Beatles are giving a press conference about their new film , Magical Mystery Tour .	ask_question
9177	How often does Spain go to war?	[Frequency] Spanish rule dictated Portugal's inadvertent involvement in Spain's ongoing wars.	ask_question
291	How many years did Einstein work with Physics?	"[Event Duration] Einstein was displeased with quantum theory and mechanics (the very theory he helped create), despite its acceptance by other physicists, stating that God ""is not playing at dice."""	ask_question
1708	What time of day does he usually speak?	"[Typical Time] He tried to halt the Dayaks' piracy and head-hunting while defending their more ""morally acceptable"" customs."	ask_question
7600	How much time was he spending at home?	[Event Duration] Danny begins spending less and less time at home with his wife and children .	ask_question
10007	What time did the jets attack Yonggary?	[Typical Time] Yonggary is then sent to the city and does some damage , where some jets attack him .	ask_question
12155	How long did it take for differences to become apparent?	[Event Duration] At the same time, the Sudanese regime began to change.	ask_question
8302	How often do Spear and the great man meet?	[Frequency] At the sight of the great man, Spear flushed crimson, and then his look of despair slowly disappeared; and into his eyes there came incredulously hope and gratitude.	ask_question
9003	When did the fiction of Japanese imperial power take root?	[Typical Time] The fiction of Japanese imperial power had become infinitely extendable.	ask_question
12624	When did he jump into the pond?	[Typical Time] He jumped into the pond and started swimming toward the ducks, chasing around his new playmates.	ask_question
12019	How often do people need to take breaths?	[Frequency] When you inhale, air enters the respiratory system through your nose and ends up in your lungs, where gas exchange with the blood takes place.	ask_question
12346	How often are plants brought to areas they don't belong?	[Frequency] Another way is when an animal or plant is brought to an area where it does not belong.	ask_question
3548	How often is Michael at the museum?	[Frequency] Sarah is dating the curator Michael Pierce , a single father who is away from the museum that night .	ask_question
5411	How often do Ransome and Fern talk?	[Frequency] Ransome looks after her as well as for young Fern Simon , who has declared her love for him .	ask_question
3444	How long do they usually play hide and seek?	[Event Duration] They also liked to go through the small forest behind the house, making a game of hide and seek.	ask_question
1821	How long did the group remain in one jungle?	[Event Duration] They practiced a slash-and-burn agriculture of yams and millet, a technique that exhausted the soil and imposed a semi-nomadic existence from one jungle clearing to another.	ask_question
4076	How often did Alexander start an Indian campaign?	[Frequency] After the death of Spitamenes and his marriage to Roxana (Roshanak in Bactrian) to cement relations with his new satrapies, Alexander turned to the Indian subcontinent.	ask_question
3172	How often does Meridian National Corp. sell its shares to other companies?	[Frequency] Meridian National Corp. said it sold 750,000 shares of its common stock to the McAlpine family interests, for $1 million, or $1.35 a share.	ask_question
2207	How long did he breathe in the air from the shoes?	[Event Duration] Bringing my face close to the shoes, I breathed deeply of air that my parents had trapped while closing up that symbol of their love for me.	ask_question
11858	How often are judges elected	[Frequency] After several years of private practice from 1982-90, he became the judge of Decatur County Court for a year.	ask_question
3744	How long does a blackout last?	[Event Duration] During a blackout , the house is attacked by aliens , who had previously killed Joe and abducted Iris .	ask_question
13114	How long did and and her friend study?	[Event Duration] By the time the spelling bee arrived Ana and her best friend were sure she would win.	ask_question
5566	When did he publish  La Enciclopedia Humanica?	"[Typical Time] He accents the illusion of reality --I paraphrase his entry in La Enciclopedia Humanica --by doing life-size scenes in ""The full round,"" never the easier frontal or three-quarters view."	ask_question
2027	What happened after Atta worked as an urban planner?	[Event Ordering] After graduating from Cairo University with a degree in architectural engineering in 1990, Atta worked as an urban planner in Cairo for a couple of years.	ask_question
8241	At what time were the fossils found?	[Typical Time] These fossils showed that this entire area was once at the bottom of a sea.	ask_question
8065	When did if officially become landlocked	[Typical Time] Dam Square was landlocked for the first time in its history.	ask_question
11042	How often did she meet with the stranger?	[Frequency] Lucrezia is an honorable woman and does not at first agree to meet with the stranger .	ask_question
6345	How long has the sediment  erosion been occuring?	[Event Duration] This sediment has been eroded off areas of land from upstream.	ask_question
12098	What will happen next?	[Event Ordering] Although disruption efforts around the world had achieved some successes, the core of  Bin Laden's organization remained intact.	ask_question
4148	Is he still wet?	[Stationarity] Soaking wet, he ran toward where I was eating a sandwich on the grass and curled right up in my lap so I could make him feel better.	ask_question
2184	How long did Roberta sit at the computer?	[Event Duration] Roberta Adams skipped the thick how-to guide on child-custody forms and sat down at a computer at the Lamoreaux Justice Center in Orange on Wednesday.	ask_question
9180	How often does Spain go to war?	[Frequency] Spanish rule dictated Portugal's inadvertent involvement in Spain's ongoing wars.	ask_question
